13,24,29,14,11,14,11,12,23,13,12,15,12,19,15
13,24,29,14,11,14,11,11,23,13,12,15,12,19,7
13,24,29,14,11,14,11,11,24,13,12,15,12,19,6
14,24,30,14,11,14,11,12,23,13,12,15,12,19,6
13,24,29,14,11,14,10,12,23,13,12,14,12,18,5
13,24,29,14,11,14,11,12,23,13,11,15,12,19,5
13,24,29,14,11,14,11,13,23,13,12,15,12,19,5
13,24,30,14,11,14,11,12,23,13,12,15,12,19,5
14,24,30,13,13,14,9,10,21,11,12,14,10,20,5
13,23,29,14,11,14,10,11,23,13,12,15,12,19,4
13,24,29,14,11,14,10,12,23,13,12,15,12,19,4
13,24,29,14,11,14,11,12,24,13,12,15,12,19,4
13,25,29,14,11,14,11,12,23,13,12,15,12,19,4
14,24,30,14,11,14,10,12,23,13,11,14,12,18,4
14,24,30,14,11,14,11,11,23,13,11,15,12,19,4
13,23,29,14,11,14,10,12,23,13,12,15,12,19,3
13,24,29,14,11,11,11,11,24,13,12,15,12,19,3
13,24,29,14,11,14,10,11,23,13,12,15,12,19,3
13,24,29,14,11,14,10,11,23,13,12,15,12,20,3
13,24,29,14,11,14,11,12,23,13,11,14,12,18,3
13,24,29,14,11,15,10,12,23,13,12,15,12,19,3
13,24,29,14,12,14,11,12,23,13,12,15,12,19,3
14,24,30,14,12,14,11,12,23,13,11,14,12,18,3
14,24,31,14,11,14,10,12,23,13,11,14,12,18,3
14,24,31,14,11,14,11,13,23,13,12,15,12,19,3
11,25,27,14,11,14,11,12,23,13,12,15,12,19,2
12,22,28,14,13,14,10,11,21,11,12,16,10,20,2
12,24,28,14,11,14,10,12,23,13,12,15,12,19,2
12,24,28,14,11,15,10,12,24,13,12,15,12,19,2
13,23,29,14,11,14,11,11,23,13,11,14,12,18,2
13,23,29,14,11,14,11,12,23,13,12,15,12,19,2
13,23,29,14,12,15,11,12,23,13,12,15,12,20,2
13,23,29,15,15,16,10,11,20,12,11,15,10,20,2
13,23,29,16,13,13,9,12,22,11,12,14,9,20,2
13,23,30,14,13,18,10,11,22,11,11,15,9,20,2
13,24,29,14,11,11,11,12,23,13,12,15,12,19,2
13,24,29,14,11,13,11,11,23,13,11,15,12,19,2
13,24,29,14,11,13,11,12,23,13,11,15,12,19,2
13,24,29,14,11,13,11,12,23,13,12,15,12,19,2
13,24,29,14,11,13,11,13,23,13,12,15,12,19,2
13,24,29,14,11,14,10,11,23,13,12,14,12,19,2
13,24,29,14,11,14,10,12,23,13,11,14,12,18,2
13,24,29,14,11,14,10,12,23,13,11,15,12,19,2
13,24,29,14,11,14,11,12,23,13,12,14,12,19,2
13,24,29,14,11,14,11,13,23,13,12,15,12,20,2
13,24,29,14,11,14,12,11,23,13,12,15,12,19,2
13,24,29,14,11,14,13,11,23,13,12,15,12,19,2
13,24,29,14,11,15,10,13,23,13,12,15,13,20,2
13,24,29,14,11,15,11,12,23,13,12,14,12,19,2
13,24,29,14,11,16,11,11,25,13,12,15,12,19,2
13,24,29,14,12,13,10,11,23,13,12,15,12,19,2
13,24,29,14,12,14,11,11,23,13,12,15,12,19,2
13,24,29,14,12,14,11,12,23,13,13,15,12,19,2
13,24,29,15,11,14,11,13,23,13,12,15,12,19,2
13,24,30,14,11,13,11,12,23,13,12,15,13,18,2
13,24,30,14,11,14,11,11,24,13,12,15,12,19,2
13,24,30,14,11,14,11,12,23,13,11,14,12,18,2
13,24,30,14,11,14,11,13,23,13,11,14,12,18,2
13,24,30,15,11,14,11,12,23,13,13,14,12,19,2
13,25,29,14,11,14,10,13,23,13,11,14,12,18,2
